style,colors,size,category,short_description,long_description,stringified_description,worn_image,basicimg,sale_status
RGP263L,Desert;Navy;Black,10;12;14;16;18;20;22;24;26;4;6;8,traveller;womens;chino;slim leg;pants;separate suiting;separates;mix and match;smart casual;corporate hospitality;agriculture,Womens Slim Leg Stretch Chino Pant,"{'sizes': ['4 - 26. (AUS/NZ)'], 'fabric': ['Main: 97% Cotton 3% Elastane, Trims: 100% Cotton Chambray.', 'Soft peached hand feel.', 'Wash before wearing, machine wash cold, inside out with like colours.', 'Do not bleach, hang to dry in shade.', 'Can be tumble dried on low.', 'Cool iron.', 'Dry cleanable (P).'], 'features': ['Designed to sit mid-waist, with a close fit through the thigh and leg with a narrow leg opening.', 'Features 2 back pockets, 2 angled pockets and shaped back rise for a tailored fit through the hips and waist.', 'Fabric has added stretch for comfort and easy movement.']}","Sizes: 4 - 26. (AUS/NZ); Fabric: Main: 97% Cotton 3% Elastane, Trims: 100% Cotton Chambray.,Soft peached hand feel.,Wash before wearing, machine wash cold, inside out with like colours.,Do not bleach, hang to dry in shade.,Can be tumble dried on low.,Cool iron.,Dry cleanable (P).; Features: Designed to sit mid-waist, with a close fit through the thigh and leg with a narrow leg opening.,Features 2 back pockets, 2 angled pockets and shaped back rise for a tailored fit through the hips and waist.,Fabric has added stretch for comfort and easy movement.; ",RGP263L_bProduct_Desert_02_uswOJok.jpg,RGP263L_bProduct_Desert_02_uswOJok.jpg;RGP263L_bProduct_Desert_01_d48taAd.jpg;RGP263L_Talent_Desert_01_spyAjhg.jpg;RGP263L_bProduct_Navy_02_f7SFtnX.jpg;RGP263L_bProduct_Navy_01_Da8tjmW.jpg;RGP263L_Talent_Navy_01_muklSgL.jpg;RGP263L_bProduct_Black_02_0jutGlf.jpg;RGP263L_bProduct_Black_01_rINAzZk.jpg;RGP263L_Talent_Black_01_ODN6LAw.jpg,normal
RGP263M,Desert;Navy;Black,82;102;107;112;117;122;127;72;77;87;92;97,traveller;mens;chino;pants;separate suiting;separates;mix and match;smart casual;corporate hospitality;agriculture,Mens Traveller Tapered Stretch Chino Pant,"{'sizes': ['72R - 127R. (AUS/NZ)'], 'fabric': ['Main: 97% Cotton 3% Elastane, Trims: 100% Cotton Chambray.', 'Soft peached hand feel.', 'Wash before wearing, machine wash cold, inside out with like colours.', 'Do not bleach, hang to dry in shade.', 'Can be tumble dried on low.', 'Cool iron.', 'Dry cleanable (P).'], 'features': ['This pant is a true slim fit, we recommend going up a size for comfort', 'Designed to sit mid-waist, with a slim fit through the thigh and leg with a narrow leg opening.', 'Features 2 back pockets, 2 angled pockets and belt loops.', 'Fabric has added stretch for comfort and easy movement.']}","Sizes: 72R - 127R. (AUS/NZ); Fabric: Main: 97% Cotton 3% Elastane, Trims: 100% Cotton Chambray.,Soft peached hand feel.,Wash before wearing, machine wash cold, inside out with like colours.,Do not bleach, hang to dry in shade.,Can be tumble dried on low.,Cool iron.,Dry cleanable (P).; Features: This pant is a true slim fit, we recommend going up a size for comfort,Designed to sit mid-waist, with a slim fit through the thigh and leg with a narrow leg opening.,Features 2 back pockets, 2 angled pockets and belt loops.,Fabric has added stretch for comfort and easy movement.; ",RGP263M_bProduct_Desert_02_GQ8HoU6.jpg,RGP263M_bProduct_Desert_02_GQ8HoU6.jpg;RGP263M_bProduct_Desert_01_y6JKMDu.jpg;RGP263M_Talent_Desert_01_YVyvMeM.jpg;RGP263M_bProduct_Navy_02_VoiJpgd.jpg;RGP263M_bProduct_Navy_01_HPGXRAi.jpg;RGP263M_Talent_Navy_01_SVSuvQe.jpg;RGP263M_bProduct_Black_02_lXHZSNA.jpg;RGP263M_bProduct_Black_01_CVLRVn9.jpg;RGP263M_Talent_Black_01_0VYxhhX.jpg,normal
RGP264M,Navy;Black;Desert,72;77;82;87;92;102;107;112;117;122;127;97,traveller;biz separates;chinos;chino;business;cotton;retail uniforms;event promotional;auto transport;pants;bizlist18103;elastane;tailored fit;male;separate suiting;mix and match;separates;smart casual;corporate hospitality;agriculture,Mens Traveller Modern Stretch Chino Pant,"{'sizes': ['72 - 127. (AUS/NZ)'], 'fabric': ['Main: 97% Cotton 3% Elastane, Trims: 100% Cotton Chambray.', 'Premium stretch chino range, in a comfortable and easy-care fabric.', 'Soft peached hand feel.', 'Wash before wearing, machine wash cold, inside out with like colours.', 'Do not bleach, hang to dry in shade.', 'Can be tumble dried on low.', 'Cool iron.', 'Dry cleanable (P).'], 'features': ['Designed to sit on the waist, straighter cut through the thigh and leg with a regular leg opening.', 'Features 2 back pockets, 2 side pockets and belt loops.', 'Centre back seam allowance for easy alterations .', 'Fabric has added stretch for comfort and easy movement.']}","Sizes: 72 - 127. (AUS/NZ); Fabric: Main: 97% Cotton 3% Elastane, Trims: 100% Cotton Chambray.,Premium stretch chino range, in a comfortable and easy-care fabric.,Soft peached hand feel.,Wash before wearing, machine wash cold, inside out with like colours.,Do not bleach, hang to dry in shade.,Can be tumble dried on low.,Cool iron.,Dry cleanable (P).; Features: Designed to sit on the waist, straighter cut through the thigh and leg with a regular leg opening.,Features 2 back pockets, 2 side pockets and belt loops.,Centre back seam allowance for easy alterations .,Fabric has added stretch for comfort and easy movement.; ",RGP264M_bProduct_Navy_02_yp9MagL.jpg,RGP264M_bProduct_Navy_02_yp9MagL.jpg;RGP264M_bProduct_Navy_01_ij7mJn9.jpg;RGP264M_Talent_Navy_01_NU7LS65.jpg;RGP264M_bProduct_Black_02_sQ3Dru9.jpg;RGP264M_bProduct_Black_01_0CGJkge.jpg;RGP264M_Talent_Black_01_BfMCC4G.jpg;RGP264M_bProduct_Desert_02_GNUpjU7.jpg;RGP264M_bProduct_Desert_01_seIUKrB.jpg;RGP264M_Talent_Desert_01_wiFOsYl.jpg,normal
RGP303L,Navy;Black,2XL;L;M;S;XL;XS;XXS,scuba ponte;biz separates;pants;pant;business;retail uniforms;event promotional;female;separate suiting;mix and match;separates;smart casual;customer service;corporate hospitality;corporate education,Womens Scuba Ponte High-rise Pull-on Corporate Legging,"{'sizes': ['XXS – 2XL. (AUS/NZ)'], 'fabric': ['70% Viscose 25% Recycled Polyester 5% Elastane.', 'Easy-care, warm machine wash on gentle cycle.', 'Wash with like colours, do not bleach, do not tumble dry.', 'Cool iron if required.'], 'features': ['Made from a compact double knit stretch fabric that is soft against the skin.', 'Our Scuba Ponte Styles have been designed to seamlessly work with all Biz Corporates ranges.', 'Style features slim leg, wide stretch waist band for comfort and functionality.', 'Endless ways to styles and suitable for a range of industries']}","Sizes: XXS  2XL. (AUS/NZ); Fabric: 70% Viscose 25% Recycled Polyester 5% Elastane.,Easy-care, warm machine wash on gentle cycle.,Wash with like colours, do not bleach, do not tumble dry.,Cool iron if required.; Features: Made from a compact double knit stretch fabric that is soft against the skin.,Our Scuba Ponte Styles have been designed to seamlessly work with all Biz Corporates ranges.,Style features slim leg, wide stretch waist band for comfort and functionality.,Endless ways to styles and suitable for a range of industries; ",RGP303L_bProduct_Navy_02_Y6y0mqI.jpg,RGP303L_bProduct_Navy_02_Y6y0mqI.jpg;RGP303L_bProduct_Navy_01_KZMWli3.jpg;RGP303L_Talent_Navy_01_zEBQyx1.jpg;RGP303L_Talent_Navy_02_olt4RAg.jpg;RGP303L_bProduct_Black_02_OwEDfVF.jpg;RGP303L_bProduct_Black_01_QBQTLyZ.jpg;RGP303L_Talent_Black_01_KETx4Yt.jpg,normal
RGP304L,Black;Navy,2XL;3XL;L;M;S;XL;XS;XXS,scuba ponte;biz separates;pants;pant;business;retail uniforms;event promotional;female;separate suiting;mix and match;separates;smart casual;customer service;corporate hospitality;corporate education,Womens Scuba Ponte Mid-rise Pull-on Pant,"{'sizes': ['XXS – 3XL. (AUS/NZ)'], 'fabric': ['70% Viscose 25% Recycled Polyester 5% Elastane.', 'Easy-care, warm machine wash on gentle cycle.', 'Wash with like colours, do not bleach, do not tumble dry.', 'Cool iron if required.'], 'features': ['Made from a compact double knit stretch fabric that is soft against the skin.', 'Our Scuba Ponte Styles have been designed to seamlessly work with all Biz Corporates ranges.', 'Style features slim leg, wide stretch waist band for comfort and functionality.', 'Endless ways to styles and suitable for a range of industries']}","Sizes: XXS  3XL. (AUS/NZ); Fabric: 70% Viscose 25% Recycled Polyester 5% Elastane.,Easy-care, warm machine wash on gentle cycle.,Wash with like colours, do not bleach, do not tumble dry.,Cool iron if required.; Features: Made from a compact double knit stretch fabric that is soft against the skin.,Our Scuba Ponte Styles have been designed to seamlessly work with all Biz Corporates ranges.,Style features slim leg, wide stretch waist band for comfort and functionality.,Endless ways to styles and suitable for a range of industries; ",RGP304L_bProduct_Black_02_cOJalhy.jpg,RGP304L_bProduct_Black_02_cOJalhy.jpg;RGP304L_bProduct_Black_01_wppwnGB.jpg;RGP304L_Talent_Black_01_4hCbVy7.jpg;RGP304L_Talent_Black_02_jMVAnc5.jpg;RGP304L_bProduct_Navy_02_hWby5ad.jpg;RGP304L_bProduct_Navy_01_RLtkfWo.jpg;RGP304L_Talent_Navy_01_BuyAuQE.jpg,normal
RGP308L,Black;Marine,12;14;16;18;20;4;6;8;10,siena;biz separates;pants;pant;business;retail uniforms;event promotional;female;separate suiting;mix and match;suiting;government and council;corporate office;corporate hospitality,Womens Siena 7/8 Mid-waist Slim Leg Pant,"{'sizes': ['4 - 20. (AUS/NZ)'], 'fabric': ['79% Polyester 17% Viscose 4% Elastane.', 'A lightweight easy care fabric that is soft, and durable.', 'Contains stretch for comfort and Viscose for breathability.', 'Suitable for both functional and corporates roles.'], 'features': ['Designed to be a slim fit and sit mid-waist.', 'This Siena pant has no-gap angled pockets, shaped wide waistband and hem splits.', 'Pair back with modern shirting or blouses for a polished look']}","Sizes: 4 - 20. (AUS/NZ); Fabric: 79% Polyester 17% Viscose 4% Elastane.,A lightweight easy care fabric that is soft, and durable.,Contains stretch for comfort and Viscose for breathability.,Suitable for both functional and corporates roles.; Features: Designed to be a slim fit and sit mid-waist.,This Siena pant has no-gap angled pockets, shaped wide waistband and hem splits.,Pair back with modern shirting or blouses for a polished look; ",RGP308L_bProduct_Black_02_lDBWIhT.jpg,RGP308L_bProduct_Black_02_lDBWIhT.jpg;RGP308L_bProduct_Black_01_avjDj3o.jpg;RGP308L_Talent_Black_01_KTIo5LR.jpg;RGP308L_bProduct_Marine_02_33Gir0G.jpg;RGP308L_bProduct_Marine_01_ngZiqjO.jpg,normal
RGP315L,Navy;Black;Charcoal,12;14;16;18;20;22;24;26;28;30;4;6;10;8,cool stretch;biz separates;pants;pant;business;retail uniforms;event promotional;female;separate suiting;mix and match;suiting;cool stretch plain,Womens Cool Stretch Tapered Leg Adjustable Waist Pant,"{'sizes': ['4 - 30. (AUS/NZ)'], 'fabric': ['92% Polyester 8% Bamboo Charcoal.', 'Versatile and durable suiting fabric.', 'Breathable fabric perfect for warmer climates keeping you cool and dry.', 'Mechanical stretch for extra comfort and anti-bacterial finish to eliminate odour.'], 'features': ['A modern tapered leg shape pant in our Cool Stretch suiting with a mid-rise fit.', 'Hidden elastic waistband for a better fit through the waist and hips providing comfort for those on the move.']}","Sizes: 4 - 30. (AUS/NZ); Fabric: 92% Polyester 8% Bamboo Charcoal.,Versatile and durable suiting fabric.,Breathable fabric perfect for warmer climates keeping you cool and dry.,Mechanical stretch for extra comfort and anti-bacterial finish to eliminate odour.; Features: A modern tapered leg shape pant in our Cool Stretch suiting with a mid-rise fit.,Hidden elastic waistband for a better fit through the waist and hips providing comfort for those on the move.; ",RGP315L_bProduct_Navy_02_SHfDrS6.jpg,RGP315L_bProduct_Navy_02_SHfDrS6.jpg;RGP315L_bProduct_Navy_01_Tz5Fk8A.jpg;RGP315L_Talent_Navy_01_UVJHtHi.jpg;RGP315L_bProduct_Black_02_sZRG7Oo.jpg;RGP315L_bProduct_Black_01_p35S7UT.jpg;RGP315L_bProduct_Charcoal_01_BkWcXvc.jpg;RGP315L_bProduct_Charcoal_02_5cmySmZ.jpg,normal
RGP404L,Pencil Black;Navy Dusk,10;12;14;16;18;20;24;26;28;30;4;6;8;22,suiting;pants,Womens Renew Tapered Adjustable Waist Pant,"{'sizes': '4 - 30', 'fabric': ""Renew Suiting: 77% Recycled Polyester, 20% Viscose, 3% Elastane; A lightweight fabric that's engineered to be an easy-care, machine wash-and-wear fabric with minimal creasing. Made for ease and versatility for when you are on the go. A conscious product choice, with 77% made from post-consumer recycled polyester. "", 'features': ['6 Belt loops', ' Sits mid waist', ' 2 Deep side pockets, mock back welt', ' 5cm Hem allowance', ' Hidden side elastic waist band to provide an extra 1/2 size when stretched out', ' Slight tapering of pant from knee down']}","Sizes: 4 - 30; Fabric: Renew Suiting: 77% Recycled Polyester, 20% Viscose, 3% Elastane; A lightweight fabric that's engineered to be an easy-care, machine wash-and-wear fabric with minimal creasing. Made for ease and versatility for when you are on the go. A conscious product choice, with 77% made from post-consumer recycled polyester. ; Features: 6 Belt loops, Sits mid waist, 2 Deep side pockets, mock back welt, 5cm Hem allowance, Hidden side elastic waist band to provide an extra 1/2 size when stretched out, Slight tapering of pant from knee down; ",RGP404L_bProduct_PencilBlack_02.jpg,RGP404L_bProduct_PencilBlack_02.jpg;RGP404L_bProduct_PencilBlack_01.jpg;RGP404L_Talent_PencilBlack_01_2mJA9cN.jpg;RGP404L_bProduct_NavyDusk_02.jpg;RGP404L_bProduct_NavyDusk_01.jpg,normal
RGP405L,Pencil Black;Navy Dusk,10;12;14;16;18;20;22;4;6;8,suiting;pants,Womens Renew Mid-Waist Slim Leg Pant,"{'sizes': '4 - 22', 'fabric': ""Renew Suiting: 77% Recycled Polyester, 20% Viscose, 3% Elastane; A lightweight fabric that's engineered to be an easy-care, machine wash-and-wear fabric with minimal creasing. Made for ease and versatility for when you are on the go. A conscious product choice, with 77% made from post-consumer recycled polyester. "", 'features': ['Designed to sit mid waist', ' Full length', ' 2 Inseam pockets, eliminates any gaping', ' 2 Functional jet pockets on back for design', ' 5cm Hem allowance', ' Zip fly with hook and eye closures']}","Sizes: 4 - 22; Fabric: Renew Suiting: 77% Recycled Polyester, 20% Viscose, 3% Elastane; A lightweight fabric that's engineered to be an easy-care, machine wash-and-wear fabric with minimal creasing. Made for ease and versatility for when you are on the go. A conscious product choice, with 77% made from post-consumer recycled polyester. ; Features: Designed to sit mid waist, Full length, 2 Inseam pockets, eliminates any gaping, 2 Functional jet pockets on back for design, 5cm Hem allowance, Zip fly with hook and eye closures; ",RGP405L_bProduct_PencilBlack_02.jpg,RGP405L_bProduct_PencilBlack_02.jpg;RGP405L_bProduct_PencilBlack_01.jpg;RGP405L_Talent_PencilBlack_01_HAOmnM9.jpg;RGP405L_bProduct_NavyDusk_02.jpg;RGP405L_bProduct_NavyDusk_01.jpg;RGP405L_Talent_NavyDusk_01_mjNaKfY.jpg,normal
RGP406L,Pencil Black;Navy Dusk,10;12;14;16;18;20;22;4;6;8,suiting;pants,Womens Renew 7/8 Mid-Waist Slim Leg Pant,"{'sizes': '4 - 22', 'fabric': ""Renew Suiting: 77% Recycled Polyester, 20% Viscose, 3% Elastane; A lightweight fabric that's engineered to be an easy-care, machine wash-and-wear fabric with minimal creasing. Made for ease and versatility for when you are on the go. A conscious product choice, with 77% made from post-consumer recycled polyester. "", 'features': ['Designed to sit mid waist', ' 7/8 Length with hem side splits', ' 2 Inseam pockets, eliminates any gaping', ' 2 Functional jet pockets on back for design', ' Zip fly, with hook and eye closures', ' No hem allowance']}","Sizes: 4 - 22; Fabric: Renew Suiting: 77% Recycled Polyester, 20% Viscose, 3% Elastane; A lightweight fabric that's engineered to be an easy-care, machine wash-and-wear fabric with minimal creasing. Made for ease and versatility for when you are on the go. A conscious product choice, with 77% made from post-consumer recycled polyester. ; Features: Designed to sit mid waist, 7/8 Length with hem side splits, 2 Inseam pockets, eliminates any gaping, 2 Functional jet pockets on back for design, Zip fly, with hook and eye closures, No hem allowance; ",RGP406L_bProduct_PencilBlack_02.jpg,RGP406L_bProduct_PencilBlack_02.jpg;RGP406L_bProduct_PencilBlack_01.jpg;RGP406L_Talent_PencilBlack_01_z7EibxT.jpg;RGP406L_bProduct_NavyDusk_02.jpg,normal
RGP407M,Navy Dusk;Pencil Black,107;112;72;102;87;92;82;77;97,suiting;pants,Mens Renew Slim Fit Flat Front Pant,"{'sizes': '72R - 112R', 'fabric': ""Renew Suiting: 77% Recycled Polyester, 20% Viscose, 3% Elastane; A lightweight fabric that's engineered to be an easy-care, machine wash-and-wear fabric with minimal creasing. Made for ease and versatility for when you are on the go. A conscious product choice, with 77% made from post-consumer recycled polyester. "", 'features': ['Slim fit', ' Pressed creases', ' 2 Angled front side pockets', ' Zip closure with extended button tab', ' 6 Belt loops allowing belt to sit comfortably at waist', ' Waistband with inbuilt internal shirt grips', ' 5cm Hem allowance for easy alterations']}","Sizes: 72R - 112R; Fabric: Renew Suiting: 77% Recycled Polyester, 20% Viscose, 3% Elastane; A lightweight fabric that's engineered to be an easy-care, machine wash-and-wear fabric with minimal creasing. Made for ease and versatility for when you are on the go. A conscious product choice, with 77% made from post-consumer recycled polyester. ; Features: Slim fit, Pressed creases, 2 Angled front side pockets, Zip closure with extended button tab, 6 Belt loops allowing belt to sit comfortably at waist, Waistband with inbuilt internal shirt grips, 5cm Hem allowance for easy alterations; ",RGP407M_bProduct_NavyDusk_02.jpg,RGP407M_bProduct_NavyDusk_02.jpg;RGP407M_bProduct_NavyDusk_01.jpg;RGP407M_Talent_NavyDusk_01_PPPWghs.jpg;RGP407M_bProduct_PencilBlack_02.jpg;RGP407M_bProduct_PencilBlack_01.jpg,normal
RGP408M,Pencil Black;Navy Dusk,102;107;112;117;122;127;72;77;82;87;92;97,suiting;pants,Mens Renew Adjustable Waist Straight Leg Pant,"{'sizes': '72R - 127R', 'fabric': ""Renew Suiting: 77% Recycled Polyester, 20% Viscose, 3% Elastane; A lightweight fabric that's engineered to be an easy-care, machine wash-and-wear fabric with minimal creasing. Made for ease and versatility for when you are on the go. A conscious product choice, with 77% made from post-consumer recycled polyester. "", 'features': ['Flat-front styling', ' Pressed creases', ' 2 Angled front side pockets', ' Hidden secret stretch waist, perfect for those in between sizes', ' 6 Belt loops allowing belt to sit comfortably at waist', ' Waistband with inbuilt internal shirt grips', ' 5cm Hem allowance for easy alterations']}","Sizes: 72R - 127R; Fabric: Renew Suiting: 77% Recycled Polyester, 20% Viscose, 3% Elastane; A lightweight fabric that's engineered to be an easy-care, machine wash-and-wear fabric with minimal creasing. Made for ease and versatility for when you are on the go. A conscious product choice, with 77% made from post-consumer recycled polyester. ; Features: Flat-front styling, Pressed creases, 2 Angled front side pockets, Hidden secret stretch waist, perfect for those in between sizes, 6 Belt loops allowing belt to sit comfortably at waist, Waistband with inbuilt internal shirt grips, 5cm Hem allowance for easy alterations; ",RGP408M_bProduct_PencilBlack_02.jpg,RGP408M_bProduct_PencilBlack_02.jpg;RGP408M_bProduct_PencilBlack_01.jpg;RGP408M_Talent_PencilBlack_01_7k6trj3.jpg;RGP408M_bProduct_NavyDusk_02.jpg;RGP408M_bProduct_NavyDusk_01.jpg,normal
RGP975L,Marine;Black,8;10;12;14;16;18;20;22;24;26;28;30,siena suiting;pants;female;women;separate suiting;mix and match;suiting;government and council;corporate office;corporate hospitality,Womens Siena Adjustable Waist Pant,"{'sizes': ['8 - 30 (AUS/NZ)'], 'fabric': ['79% Polyester 17% Viscose 4% Elastane.', 'A lightweight easy care fabric that is soft, and durable. Contains stretch for comfort and Viscose for breathability. Suitable for both functional and corporate roles.'], 'features': ['Our best selling style. A must have for your working wardrobe. With hidden elastic waist, deep pockets and streamlined straight leg shape.']}","Sizes: 8 - 30 (AUS/NZ); Fabric: 79% Polyester 17% Viscose 4% Elastane.,A lightweight easy care fabric that is soft, and durable. Contains stretch for comfort and Viscose for breathability. Suitable for both functional and corporate roles.; Features: Our best selling style. A must have for your working wardrobe. With hidden elastic waist, deep pockets and streamlined straight leg shape.; ",RGP975L_bProduct_Marine_01_rqa2SKQ.jpg,RGP975L_bProduct_Marine_01_rqa2SKQ.jpg;RGP975L_bProduct_Marine_02_p53i7uL.jpg;RGP975L_bProduct_Black_02_2SqrjVc.jpg;RGP975L_bProduct_Black_01_UjKPO09.jpg;RGP975L_Talent_Black_01_yWUZJlS.jpg,normal
RGP976M,Black;Marine,97R;92R;87R;82R;77R;72R;112R;107R;102R,siena suiting;pants;male;separate suiting;mix and match;suiting;government and council;corporate office;corporate hospitality,Mens Siena Adjustable Waist Pant,"{'sizes': ['72R - 112R (AUS/NZ)'], 'fabric': ['79% Polyester 17% Viscose 4% Elastane.', 'A lightweight easy care fabric that is soft, and durable. Contains stretch for comfort and Viscose for breathability. Suitable for both functional and corporate roles.'], 'features': ['Flat front and straight through the leg. With hidden elastic waist for extra stretch and comfort. A ‘roomier’ mid rise and deep side pockets. Our best seller now available in Siena.']}","Sizes: 72R - 112R (AUS/NZ); Fabric: 79% Polyester 17% Viscose 4% Elastane.,A lightweight easy care fabric that is soft, and durable. Contains stretch for comfort and Viscose for breathability. Suitable for both functional and corporate roles.; Features: Flat front and straight through the leg. With hidden elastic waist for extra stretch and comfort. A roomier mid rise and deep side pockets. Our best seller now available in Siena.; ",RGP976M_bProduct_Black_02_lr1zItw.jpg,RGP976M_bProduct_Black_02_lr1zItw.jpg;RGP976M_bProduct_Black_01_ePCPz5C.jpg;RGP976M_Talent_Black_01_lnP6XYL.jpg;RGP976M_bProduct_Marine_01_qTjhrK7.jpg;RGP976M_bProduct_Marine_02_nZaIHlF.jpg,normal
RGS264L,Black;Desert;Navy,10;12;14;16;18;20;22;24;26;4;6;8,traveller;womens;chino;skirt;skirts;separate suiting;separates;mix and match;smart casual;corporate hospitality;agriculture,Womens Mid Waist Stretch Chino Skirt,"{'sizes': ['4 - 26. (AUS/NZ)'], 'fabric': ['Main: 97% Cotton 3% Elastane, Trims: 100% Cotton Chambray.', 'Soft peached hand feel.', 'Remove belt before washing.', 'Wash before wearing, machine wash cold, inside out with like colours.', 'Do not bleach, hang to dry in shade.', 'Can be tumble dried on low.', 'Cool iron.', 'Dry cleanable (P).'], 'features': ['A modern Chino skirt featuring functional back split, non-gaping side seam pockets, metallic back zip feature, belt loops and modern trims. Pencil shape designed to finish mid length, but will vary depending on wearers height. Detachable belt included. Fabric has added stretch for comfort and easy movement']}","Sizes: 4 - 26. (AUS/NZ); Fabric: Main: 97% Cotton 3% Elastane, Trims: 100% Cotton Chambray.,Soft peached hand feel.,Remove belt before washing.,Wash before wearing, machine wash cold, inside out with like colours.,Do not bleach, hang to dry in shade.,Can be tumble dried on low.,Cool iron.,Dry cleanable (P).; Features: A modern Chino skirt featuring functional back split, non-gaping side seam pockets, metallic back zip feature, belt loops and modern trims. Pencil shape designed to finish mid length, but will vary depending on wearers height. Detachable belt included. Fabric has added stretch for comfort and easy movement; ",RGS264L_bProduct_Black_02_4hsBnUM.jpg,RGS264L_bProduct_Black_02_4hsBnUM.jpg;RGS264L_bProduct_Black_03_aRsOdxb.jpg;RGS264L_bProduct_Black_04_grylOHu.jpg;RGS264L_bProduct_Black_01_xsaFJgk.jpg;RGS264L_Talent_Black_01_LFycX2P.jpg;RGS264L_Talent_Black_02_EgwzHY0.jpg;RGS264L_bProduct_Desert_02_cScO6Bl.jpg;RGS264L_bProduct_Desert_03_UcZykv7.jpg;RGS264L_bProduct_Desert_04_mDsBV2U.jpg;RGS264L_bProduct_Desert_01_OxdrT95.jpg;RGS264L_Talent_Desert_01_Hwb0hWa.jpg;RGS264L_Talent_Desert_02_rpYvWAf.jpg;RGS264L_bProduct_Navy_02_ZMvrnH0.jpg;RGS264L_bProduct_Navy_03_RNUgzTp.jpg;RGS264L_bProduct_Navy_04_1qt0C5p.jpg;RGS264L_bProduct_Navy_01_NiH4eNT.jpg;RGS264L_Talent_Navy_01_p0je69o.jpg,normal
RGS2670L,Black;Navy,10;12;14;16;18;20;22;24;26;6;8,skirts;separates,Womens Sammy Skirt,"{'sizes': ['6 - 26'], 'fabric': ['100% Polyester; 175 GSM'], 'features': ['8-Panel construction for a tailored fit and structured drape', 'Full mock front placket with classic button detailing', 'Practical side seam pockets Front hem split for ease of movement', 'Concealed centre-back zip closure; Internal elastic encased all the way around the waistband', 'Coordinates with the Biz Corporate suiting range.']}","Sizes: 6 - 26; Fabric: 100% Polyester; 175 GSM; Features: 8-Panel construction for a tailored fit and structured drape,Full mock front placket with classic button detailing,Practical side seam pockets Front hem split for ease of movement,Concealed centre-back zip closure; Internal elastic encased all the way around the waistband,Coordinates with the Biz Corporate suiting range.; ",RGS2670L_Talent_Black_01.jpg,RGS2670L_Talent_Black_01.jpg;RGS2670L_Talent_Black_04.jpg;RGS2670L_Talent_Black_05.jpg;RGS2670L_Talent_Black_07.jpg;RGS2670L_Product_Black_01.jpg;RGS2670L_Product_Black_02.jpg;RGS2670L_Talent_Navy_01.jpg;RGS2670L_Talent_Navy_03.jpg;RGS2670L_Product_Navy_01.jpg;RGS2670L_Product_Navy_02.jpg,new style
RGS307L,Black;Navy,L;M;S;XL,cool stretch;biz separates;skirts;skirt;business;retail uniforms;event promotional;female;separate suiting;mix and match;suiting;maternity;cool stretch plain,Womens Cool Stretch Maternity Skirt,"{'sizes': ['S - XL. (AUS/NZ)'], 'fabric': ['92% Polyester 8% Bamboo Charcoal.', 'Versatile and durable suiting fabric.', 'Breathable fabric perfect for warmer climates keeping you cool and dry.', 'Mechanical stretch for extra comfort and anti-bacterial finish to eliminate odour.'], 'features': ['Soft-front expandable rib panel designed to sit high over your bump and fit perfectly through all stages of pregnancy.', 'Back pocket and back pleats for ease of movement.']}","Sizes: S - XL. (AUS/NZ); Fabric: 92% Polyester 8% Bamboo Charcoal.,Versatile and durable suiting fabric.,Breathable fabric perfect for warmer climates keeping you cool and dry.,Mechanical stretch for extra comfort and anti-bacterial finish to eliminate odour.; Features: Soft-front expandable rib panel designed to sit high over your bump and fit perfectly through all stages of pregnancy.,Back pocket and back pleats for ease of movement.; ",RGS307L_bProduct_Black_01_UblaEhD.jpg,RGS307L_bProduct_Black_01_UblaEhD.jpg;RGS307L_bProduct_Black_02_jZGTato.jpg;RGS307L_bProduct_Navy_02_JNeX4A4.jpg;RGS307L_bProduct_Navy_01_172WYGf.jpg;RGS307L_Talent_Navy_02_YCuVi9R.jpg;RGS307L_Talent_Navy_01_MtQf6pm.jpg,normal
