style,colors,size,category,short_description,long_description,stringified_description,worn_image,basicimg,sale_status
RS968MS,Blue Chambray;White;Black,M;L;XL;2XL;3XL;4XL;5XL;S,shirts;charlie;classic fit;male;short sleeve;shirting and tops;mix and match,Mens Charlie Classic Fit Short Sleeve Shirt,"{'sizes': ['S - 5XL (AUS/NZ)'], 'fabric': ['60% Cotton 40% Polyester, with mechanical stretch', 'Black, Navy, Blue, Silver: 117gsm. White: 130gsm.', 'Black UPF 50+ Excellent. Navy UPF 50 Excellent.', 'White, Blue, Silver UPF 15 Minimum.'], 'features': ['A range of smart casual shirting in modern styles available in slim and classic cuts, suitable for all work environments. Cotton-rich shirting will keep you cool and dry, with mechanical stretch for comfort.', 'Subtle modern detailing with white buttons and self-colour stitching.', 'Classic long and short sleeve styles come with an attached chest pocket. Slim fit shirts come with a loose pocket']}","Sizes: S - 5XL (AUS/NZ); Fabric: 60% Cotton 40% Polyester, with mechanical stretch,Black, Navy, Blue, Silver: 117gsm. White: 130gsm.,Black UPF 50+ Excellent. Navy UPF 50 Excellent.,White, Blue, Silver UPF 15 Minimum.; Features: A range of smart casual shirting in modern styles available in slim and classic cuts, suitable for all work environments. Cotton-rich shirting will keep you cool and dry, with mechanical stretch for comfort.,Subtle modern detailing with white buttons and self-colour stitching.,Classic long and short sleeve styles come with an attached chest pocket. Slim fit shirts come with a loose pocket; ",RS968MS_bProduct_BlueChambray_01_7QjSWJ6.jpg,RS968MS_bProduct_BlueChambray_01_7QjSWJ6.jpg;RS968MS_bProduct_BlueChambray_02_kghTlsR.jpg;RS968MS_bProduct_White_01_afSRy9z.jpg;RS968MS_bProduct_White_02_tdCcJkO.jpg;RS968MS_bProduct_Black_02_meF5B7Y.jpg;RS968MS_bProduct_Black_01_wV4IFrX.jpg;RS968MS_Talent_Black_01_ui6CJB4.jpg,normal
RS969ML,Black;White;Blue Chambray,XS;S;M;L;2XL;3XL;XL,shirts;charlie;slim fit;male;long sleeve;shirting and tops;mix and match,Mens Charlie Slim Fit Long Sleeve Shirt,"{'sizes': ['XS - 3XL (AUS/NZ)'], 'fabric': ['60% Cotton 40% Polyester, with mechanical stretch', 'Black, Navy, Blue, Silver: 117gsm. White: 130gsm.', 'Black UPF 50+ Excellent. Navy UPF 50 Excellent.', 'White, Blue, Silver UPF 15 Minimum.'], 'features': ['A range of smart casual shirting in modern styles available in slim and classic cuts, suitable for all work environments. Cotton-rich shirting will keep you cool and dry, with mechanical stretch for comfort.', 'Subtle modern detailing with white buttons and self-colour stitching.', 'Classic long and short sleeve styles come with an attached chest pocket. Slim fit shirts come with a loose pocket']}","Sizes: XS - 3XL (AUS/NZ); Fabric: 60% Cotton 40% Polyester, with mechanical stretch,Black, Navy, Blue, Silver: 117gsm. White: 130gsm.,Black UPF 50+ Excellent. Navy UPF 50 Excellent.,White, Blue, Silver UPF 15 Minimum.; Features: A range of smart casual shirting in modern styles available in slim and classic cuts, suitable for all work environments. Cotton-rich shirting will keep you cool and dry, with mechanical stretch for comfort.,Subtle modern detailing with white buttons and self-colour stitching.,Classic long and short sleeve styles come with an attached chest pocket. Slim fit shirts come with a loose pocket; ",RS969ML_bProduct_Black_01_WcP38hy.jpg,RS969ML_bProduct_Black_01_WcP38hy.jpg;RS969ML_bProduct_Black_02_daj1JK3.jpg;RS969ML_bProduct_White_01_rimVTHW.jpg;RS969ML_bProduct_White_02_cvt59d1.jpg;RS969ML_Talent_White_01_Ci0Bhpu.jpg;RS969ML_bProduct_BlueChambray_02_a6DWlkJ.jpg;RS969ML_bProduct_BlueChambray_01_L8mSVxf.jpg;RS969ML_Talent_BlueChambray_01_LMHyraM.jpg,normal
RSW370L,Navy;Black,2XL;L;M;S;XL;XS;XXS,Skye;biz separates;knitwear;pant;business;retail uniforms;event promotional;female;separate suiting;customer service;corporate hospitality;corporate education,Womens Skye Batwing Sweater Top,"{'sizes': ['XXS – 2XL. (AUS/NZ)'], 'fabric': ['100% Lyocell.', 'Machine wash warm on gentle cycle with like colours, inside out in a mesh bag.', 'Cool iron with press cloth.', 'Do not dry clean.', 'Please follow care instructions of garment to maintain quality.'], 'features': ['A relaxed fitting sweater top that has endless possibilities.', 'Skye is crafted from sustainable Lyocell.', 'Features dropped shoulders that lead into raglan sleeves, with a hem designed to sit on the hips.']}","Sizes: XXS  2XL. (AUS/NZ); Fabric: 100% Lyocell.,Machine wash warm on gentle cycle with like colours, inside out in a mesh bag.,Cool iron with press cloth.,Do not dry clean.,Please follow care instructions of garment to maintain quality.; Features: A relaxed fitting sweater top that has endless possibilities.,Skye is crafted from sustainable Lyocell.,Features dropped shoulders that lead into raglan sleeves, with a hem designed to sit on the hips.; ",RSW370L_bProduct_Navy_02_pI9BAoe.jpg,RSW370L_bProduct_Navy_02_pI9BAoe.jpg;RSW370L_bProduct_Navy_01_6k7akn4.jpg;RSW370L_Talent_Navy_01_JJtmeeg.jpg;RSW370L_bProduct_Black_02_rS0gH4D.jpg;RSW370L_bProduct_Black_01_vh9qhsp.jpg;RSW370L_Talent_Black_01_fxgd75w.jpg;RSW370L_Talent_Black_02_CtTZKqB.jpg,normal
RT065LS,Storm Blue;Black,4;6;8;10;12;14;16;18;20;22;24;26,female;women;short sleeve;sydney;tops;shirting and tops;mix and match,Womens Sydney Short Sleeve T-Top,"{'sizes': ['4 - 26 (AUS/NZ)'], 'fabric': ['Georgette Front and Sleeves: 100% Polyester', 'Stretch Jersey Back: 95% Polyester 5% Elastane', 'Contrast fabric garment to provide a contrast of textures.'], 'features': ['Sydney is designed to sit loosely on the body, featuring a breezy Georgette front and sleeves, with stretch jersey back.', ' Pair with slim leg pants and heels for an elegant look. Designed to be worn out.']}","Sizes: 4 - 26 (AUS/NZ); Fabric: Georgette Front and Sleeves: 100% Polyester,Stretch Jersey Back: 95% Polyester 5% Elastane,Contrast fabric garment to provide a contrast of textures.; Features: Sydney is designed to sit loosely on the body, featuring a breezy Georgette front and sleeves, with stretch jersey back., Pair with slim leg pants and heels for an elegant look. Designed to be worn out.; ",RT065LS_bProduct_StormBlue_02_D2bnee4.jpg,RT065LS_bProduct_StormBlue_02_D2bnee4.jpg;RT065LS_bProduct_StormBlue_01_GrkPbkf.jpg;RT065LS_Talent_StormBlue_01_DC2cNXm.jpg;RT065LS_bProduct_Black_02_Pbru7go.jpg;RT065LS_bProduct_Black_01_rKLyZWL.jpg;RT065LS_Talent_Black_01_tNdeLWq.jpg,normal
RT262LS,Navy;Black,8;10;12;14;16;18;20;22;24;26;6,mali;womens;t-top;tops;female;shirting and tops;mix and match;maternity,Womens Mali Stretch Tunic T-Top,"{'sizes': ['6 - 26. (AUS/NZ)'], 'fabric': ['95% Polyester 5% Elastane.', 'Jersey knit structure provides stretch and comfort, combined with durable and easy-care properties.', 'Machine wash cold, gentle cycle with like colours.', 'Do not soak or bleach.', 'Line dry in shade.', 'Easy-care with little to no pressing required.'], 'features': ['Lightweight jersey t-top featuring pleated front and gathered back.', 'Longer front and back hemline for extra coverage.', 'Suitable for maternity.']}","Sizes: 6 - 26. (AUS/NZ); Fabric: 95% Polyester 5% Elastane.,Jersey knit structure provides stretch and comfort, combined with durable and easy-care properties.,Machine wash cold, gentle cycle with like colours.,Do not soak or bleach.,Line dry in shade.,Easy-care with little to no pressing required.; Features: Lightweight jersey t-top featuring pleated front and gathered back.,Longer front and back hemline for extra coverage.,Suitable for maternity.; ",RT262LS_bProduct_Navy_02_Kx7AXO3.jpg,RT262LS_bProduct_Navy_02_Kx7AXO3.jpg;RT262LS_bProduct_Navy_01_QYizzuX.jpg;RT262LS_Talent_Navy_03_tVQK8wo.jpg;RT262LS_Talent_Navy_01_Jtu9umd.jpg;RT262LS_Talent_Navy_02_FcHhYid.jpg;RT262LS_bProduct_Black_02_uGGuhYq.jpg;RT262LS_bProduct_Black_01_m8hoXeM.jpg;RT262LS_Talent_Black_01_qpzriIQ.jpg,normal
RU568LL,Powder Blue;Black;Navy,10;12;14;16;18;20;22;24;26;28;30;6;8,womens;short sleeve;blouse;blouses;shirting and tops;tops,Womens Ruche Long Sleeve Blouse,"{'sizes': '6 - 30', 'fabric': '98% Polyester, 2% Elastane', 'features': ['High-stretch knit top', 'Easy care wash and wear fabric; Modern textured fabric', 'Sleeves feature cuffed hem', 'Longer curved hemline; Round neckline with Y placket', 'Relaxed fit through body', 'Short sleeve also available', 'Powder Blue coordinates with Biz Corporates Charlie shirting range and other light blue shirting']}","Sizes: 6 - 30; Fabric: 98% Polyester, 2% Elastane; Features: High-stretch knit top,Easy care wash and wear fabric; Modern textured fabric,Sleeves feature cuffed hem,Longer curved hemline; Round neckline with Y placket,Relaxed fit through body,Short sleeve also available,Powder Blue coordinates with Biz Corporates Charlie shirting range and other light blue shirting; ",RU568LL_Product_PowderBlue_01.jpg,RU568LL_Product_PowderBlue_01.jpg;RU568LL_Product_PowderBlue_02.jpg;RU568LL_Product_Black_01.jpg;RU568LL_Product_Black_02.jpg;RU568LL_Talent_Black_02_EMgQNAI.jpg;RU568LL_Talent_Black_01_vrlPQQa.jpg;RU568LL_Product_Navy_01.jpg;RU568LL_Product_Navy_02.jpg;RU568LL_Talent_Navy_01_9qxKGqU.jpg,new style
RU568LS,Powder Blue;Black;Navy,10;12;14;16;20;22;24;26;28;30;6;8;18,womens;short sleeve;blouse;blouses;shirting and tops;tops,Womens Ruche Short Sleeve Blouse,"{'sizes': '6 - 30', 'fabric': '98% Polyester, 2% Elastane', 'features': ['High-stretch knit top', 'Easy care wash and wear fabric', 'Modern textured fabric', 'Sleeves feature cuffed hem', 'Longer curved hemline; Round neckline with Y placket', 'Relaxed fit through body', 'Long sleeve also available', 'Powder Blue coordinates with Biz Corporates Charlie shirting range and other light blue shirting']}","Sizes: 6 - 30; Fabric: 98% Polyester, 2% Elastane; Features: High-stretch knit top,Easy care wash and wear fabric,Modern textured fabric,Sleeves feature cuffed hem,Longer curved hemline; Round neckline with Y placket,Relaxed fit through body,Long sleeve also available,Powder Blue coordinates with Biz Corporates Charlie shirting range and other light blue shirting; ",RU568LS_Product_PowderBlue_01.jpg,RU568LS_Product_PowderBlue_01.jpg;RU568LS_Product_PowderBlue_02.jpg;RU568LS_Talent_PowderBlue_01_zGEC7AW.jpg;RU568LS_Talent_PowderBlue_02_NlQw2xk.jpg;RU568LS_Product_Black_01.jpg;RU568LS_Product_Black_02.jpg;RU568LS_Product_Navy_01.jpg;RU568LS_Product_Navy_02.jpg,new style
RU569LL,Ivory;Black;Navy;Wine;Mineral Blue,10;12;16;18;20;22;24;26;28;30;6;8;14,womens;long sleeve;blouse;blouses;shirting and tops;tops,Womens Evelyn Long Sleeve Blouse,"{'sizes': '6 - 30', 'fabric': '100% Recycled Polyester', 'features': ['Easy fit long sleeve blouse, designed to be relaxed through the body', 'Elastic loop on front button detail', 'Elastic loops on cuff buttons to allow sleeves to be pushed up', 'Curved hemline, with longer back hem; Short sleeve and button up blouse styles also available', 'Mineral Blue coordinates with Biz Collection Memphis shirting range and City polo range']}","Sizes: 6 - 30; Fabric: 100% Recycled Polyester; Features: Easy fit long sleeve blouse, designed to be relaxed through the body,Elastic loop on front button detail,Elastic loops on cuff buttons to allow sleeves to be pushed up,Curved hemline, with longer back hem; Short sleeve and button up blouse styles also available,Mineral Blue coordinates with Biz Collection Memphis shirting range and City polo range; ",RU569LL_Product_Ivory_01.jpg,RU569LL_Product_Ivory_01.jpg;RU569LL_Product_Ivory_02.jpg;RU569LL_Product_Black_01.jpg;RU569LL_Product_Black_02.jpg;RU569LL_Talent_Black_01_sUURn3g.jpg;RU569LL_Product_Navy_01.jpg;RU569LL_Product_Navy_02.jpg;RU569LL_Talent_Wine_01_R.jpg;RU569LL_Product_Wine_01.jpg;RU569LL_Product_Wine_02.jpg;RU569LL_Product_MineralBlue_01_0AdEgWL.jpg;RU569LL_Product_MineralBlue_02.jpg,new style
RU569LS,Navy;Mineral Blue;Ivory;Wine;Black,10;12;14;16;20;22;24;26;28;30;6;8;18,womens;short sleeve;blouse;blouses;shirting and tops;tops,Womens Evelyn Short Sleeve Blouse,"{'sizes': '6 - 30', 'fabric': '100% Recycled Polyester', 'features': ['Easy fit short sleeve blouse, designed to be relaxed through the body', 'Elastic loop on front button detail', 'Curved hemline, with longer back hem', 'Long sleeve and button up blouse styles also available', 'Mineral Blue coordinates with Biz Collection Memphis shirting range and City Polo range']}","Sizes: 6 - 30; Fabric: 100% Recycled Polyester; Features: Easy fit short sleeve blouse, designed to be relaxed through the body,Elastic loop on front button detail,Curved hemline, with longer back hem,Long sleeve and button up blouse styles also available,Mineral Blue coordinates with Biz Collection Memphis shirting range and City Polo range; ",RU569LS_Product_Navy_01.jpg,RU569LS_Product_Navy_01.jpg;RU569LS_Product_Navy_02.jpg;RU569LS_Talent_Navy_01_IMygGMx.jpg;RU569LS_Product_MineralBlue_01.jpg;RU569LS_Product_MineralBlue_02.jpg;RU569LS_Talent_MineralBlue_01_Q1npC9D.jpg;RU569LS_Talent_MineralBlue_02_OfF8Nl9.jpg;RU569LS_Product_Ivory_01.jpg;RU569LS_Product_Ivory_02.jpg;RU569LS_Talent_Wine_01_B51RQFJ.jpg;RU569LS_Talent_Wine_02_3mgwJeU.jpg;RU569LS_Product_Wine_01.jpg;RU569LS_Product_Wine_02.jpg;RU569LS_Product_Black_01.jpg;RU569LS_Product_Black_02.jpg,new style
RU570LL,Black;Navy;Mineral Blue;Ivory;Wine,10;12;14;16;18;20;22;24;26;6;8,shirting and tops;long sleeve;polyester;tops,Womens Evelyn Long Sleeve Shirt,"{'sizes': '6 - 26', 'fabric': '100% Recycled Polyester', 'features': ['Easy fit button down long sleeve shirt, designed to be relaxed through the body', '2 Modesty bust buttons', 'Button sleeve cuffs - can be rolled up for 3/4 look', 'Curved hemline, with longer back hem; Short sleeve and long sleeve blouse styles also available', 'Mineral Blue coordinates with Biz Collection Memphis shirting range and City Polo range']}","Sizes: 6 - 26; Fabric: 100% Recycled Polyester; Features: Easy fit button down long sleeve shirt, designed to be relaxed through the body,2 Modesty bust buttons,Button sleeve cuffs - can be rolled up for 3/4 look,Curved hemline, with longer back hem; Short sleeve and long sleeve blouse styles also available,Mineral Blue coordinates with Biz Collection Memphis shirting range and City Polo range; ",RU570LL_Product_Black_01.jpg,RU570LL_Product_Black_01.jpg;RU570LL_Product_Black_02.jpg;RU570LL_Product_Navy_01.jpg;RU570LL_Product_Navy_02.jpg;RU570LL_Product_MineralBlue_01.jpg;RU570LL_Product_MineralBlue_02.jpg;RU570LL_Talent_MineralBlue_01_DbnJiYo.jpg;RU570LL_Product_Ivory_01.jpg;RU570LL_Product_Ivory_02.jpg;RU570LL_Talent_Ivory_01_gEniHkI.jpg;RU570LL_Product_Wine_01.jpg;RU570LL_Product_Wine_02.jpg,new style
